MJ文字図形名,部首1,内画数1
MJ文字図形名,部首2,内画数2
MJ文字図形名,部首3,内画数3
MJ文字図形名,部首4,内画数4
MJ001373,64,6
MJ001374,64,7
MJ001375,64,7
MJ001376,64,7
MJ001377,64,7
MJ001378,64,7
MJ001379,64,7
MJ001380,64,8
MJ001381,64,8
MJ001382,64,8
MJ001383,64,8
MJ001384,64,8
MJ001385,64,8
MJ001386,64,8
MJ001387,64,8
MJ001388,64,8
MJ001389,64,8
MJ001390,64,8
MJ001391,64,8
MJ001392,64,8
MJ001393,64,8
MJ001394,64,8
MJ001395,64,9
MJ001396,64,9
MJ001397,64,9
MJ001398,64,9
MJ001399,64,9
MJ001400,64,9
MJ001401,64,9
MJ001402,64,9
MJ001403,64,9
MJ001404,64,9
MJ001405,64,9
MJ001406,64,9
MJ001407,64,9
MJ001408,64,9
MJ001409,64,10
MJ001410,64,10
MJ001411,64,10
MJ001412,64,10
MJ001413,64,10
MJ001414,64,10
MJ001415,64,10
MJ001416,64,10
MJ001417,64,10
MJ001418,64,10
MJ001419,64,10
MJ001420,64,10
MJ001421,64,10
MJ001422,64,10
MJ001423,64,10
MJ001424,64,10
MJ001426,64,10
MJ001427,64,11
MJ001428,64,11
MJ001429,64,11
MJ001430,64,11
MJ001431,64,11
MJ001432,64,11
MJ001433,64,11
MJ001434,64,11
MJ001435,64,11
MJ001436,64,11
MJ001437,64,11
MJ001438,64,11
MJ001439,64,11
MJ001440,64,11
MJ001441,64,11
MJ001442,64,11
MJ001443,64,11
MJ001444,64,11
MJ001445,64,11
MJ001446,64,11
MJ001447,64,11
MJ001448,64,11
MJ001449,64,12
MJ001450,64,12
MJ001451,64,12
MJ001452,64,12
MJ001453,64,12
MJ001454,64,12
MJ001455,64,12
MJ001456,64,12
MJ001457,64,13
MJ001458,64,12
MJ001459,64,12
MJ001460,64,12
MJ001461,64,13
MJ001462,64,13
MJ001463,64,13
MJ001464,64,13
MJ001465,64,13
MJ001466,64,13
MJ001467,64,13
MJ001468,64,14
MJ001469,64,14
MJ001470,64,14
MJ001471,64,14
MJ001472,64,14
MJ001473,64,15
MJ001474,64,15
MJ001475,64,15
MJ001476,64,15
MJ001477,64,15
MJ001478,64,15
MJ001479,64,15
MJ001480,64,15
MJ001481,64,15
MJ001482,64,15
MJ001483,64,15
MJ001484,64,16
MJ001485,64,16
MJ001486,64,17
MJ001487,64,17
MJ001488,64,17
MJ001489,64,17
MJ001490,64,18
MJ001491,64,18
MJ001492,64,18
MJ001493,64,18
MJ001494,64,20
MJ001495,64,20
MJ001496,64,22
MJ001497,65,4
MJ001498,65,6
MJ001499,65,6
MJ001500,65,7
MJ001501,65,8
MJ001502,66,3
MJ001503,66,3
MJ001504,66,4
MJ001505,66,4
MJ001506,66,5
MJ001507,66,5
MJ001508,66,5
MJ001509,66,5
MJ001510,66,6
MJ001511,66,6
MJ001512,66,6
MJ001513,66,7
MJ001514,66,7
MJ001515,66,7
MJ001516,66,7
MJ001517,66,8
MJ001518,66,8
MJ001519,66,8
MJ001520,66,8
MJ001521,66,8
MJ001522,66,8
MJ001523,66,8
MJ001524,66,8
MJ001525,66,8
MJ001526,66,8
MJ001527,66,9
MJ001528,66,9
MJ001529,66,9
MJ001530,66,9
MJ001531,66,9
MJ001532,66,10
MJ001533,66,10
MJ001534,66,10
MJ001535,66,10
MJ001536,66,11
MJ001537,66,11
MJ001538,66,11
MJ001539,66,11
MJ001540,66,12
MJ001541,66,12
MJ001542,66,12
MJ001543,66,14
MJ001544,66,16
MJ001545,66,17
MJ001546,67,3
MJ001547,67,6
MJ001548,67,9
MJ001549,68,4
MJ001551,68,5
MJ001552,68,6
MJ001553,68,7
MJ001554,68,8
MJ001555,68,11
MJ001556,68,13
MJ001557,68,19
MJ001558,69,5
MJ001559,69,5
MJ001559,1,8
MJ001560,69,6
MJ001561,69,6
MJ001562,69,8
MJ001563,69,10
MJ001564,69,11
MJ001565,70,2
MJ001566,70,4
MJ001567,70,6
MJ001568,70,7
MJ001569,70,7
MJ001570,70,9
MJ001571,70,11
MJ001572,70,11
MJ001573,21,4
MJ001573,72,2
MJ001574,19,4
MJ001574,72,2
MJ001575,72,3
MJ001576,72,3
MJ001577,72,3
MJ001578,72,3
MJ001578,73,3
MJ001579,72,3
MJ001580,72,3
MJ001580,73,3
MJ001581,72,4
MJ001582,72,4
MJ001583,72,4
MJ001584,72,5
MJ001585,72,5
MJ001586,72,5
MJ001587,72,5
MJ001588,72,5
MJ001589,72,5
MJ001590,72,5
MJ001591,72,5
MJ001592,72,5
MJ001593,72,6
MJ001594,72,6
MJ001595,9,9
MJ001595,72,6
MJ001596,72,6
MJ001597,72,6
MJ001598,72,6
MJ001599,72,6
MJ001600,72,6
MJ001601,72,6
MJ001602,72,7
MJ001602,73,7
MJ001604,72,7
MJ001605,72,7
MJ001606,72,7
MJ001607,72,7
MJ001608,72,7
MJ001609,72,7
MJ001610,72,8
MJ001611,72,8
MJ001612,72,8
MJ001613,72,8
MJ001614,72,8
MJ001615,72,8
MJ001616,72,8
MJ001617,72,8
MJ001618,72,8
MJ001619,72,8
MJ001620,72,9
MJ001621,72,9
MJ001622,72,9
MJ001623,72,9
MJ001625,72,9
MJ001626,72,9
MJ001627,72,9
MJ001628,72,10
MJ001629,72,9
MJ001630,72,9
MJ001631,72,10
MJ001632,72,9
MJ001633,72,9
MJ001634,72,10
MJ001635,72,10
MJ001636,72,10
MJ001637,72,10
MJ001638,72,11
MJ001639,72,11
MJ001640,72,11
MJ001642,72,12
MJ001643,72,12
MJ001644,72,12
MJ001646,72,12
MJ001647,72,12
MJ001648,72,12
MJ001649,72,12
MJ001650,72,11
MJ001651,72,12
MJ001652,72,13
MJ001653,72,13
MJ001654,72,13
MJ001655,72,14
MJ001656,72,14
MJ001657,72,14
MJ001658,72,14
MJ001659,72,13
MJ001660,72,14
MJ001661,120,11
MJ001662,120,12
MJ001663,72,15
MJ001664,72,15
MJ001665,72,16
MJ001666,72,18
MJ001667,72,18
MJ001669,72,19
MJ001670,72,19
MJ001671,72,2
MJ001671,73,2
MJ001672,72,12
MJ001672,73,12
MJ001673,72,13
MJ001673,73,13
MJ001674,74,4
MJ001675,74,6
MJ001676,74,6
MJ001677,74,7
MJ001679,74,8
MJ001680,130,8
MJ001681,74,10
MJ001682,74,11
MJ001683,74,11
MJ001684,74,12
MJ001685,75,2
MJ001686,75,3
MJ001687,75,3
MJ001688,75,3
MJ001689,75,4
MJ001690,75,4
MJ001691,75,4
MJ001692,75,4
MJ001693,75,4
MJ001694,75,4
MJ001695,75,5
MJ001696,75,5
MJ001697,75,5
MJ001698,75,5
MJ001699,75,5
MJ001700,75,6
MJ001701,75,6
MJ001702,75,6
MJ001703,75,6
MJ001705,75,6
MJ001706,75,6
MJ001707,75,6
MJ001708,75,6
MJ001709,75,6
MJ001710,75,6
MJ001711,75,6
MJ001712,75,7
MJ001713,75,7
MJ001716,75,7
MJ001717,75,7
MJ001718,75,7
MJ001719,75,7
MJ001720,75,7
MJ001721,75,7
MJ001722,75,7
MJ001723,75,7
MJ001724,75,7
MJ001726,75,7
MJ001727,75,7
MJ001728,75,7
MJ001729,75,8
MJ001730,75,8
MJ001731,75,8
MJ001732,75,8
MJ001733,75,8
MJ001734,75,8
MJ001735,75,8
MJ001736,75,8
MJ001737,75,8
MJ001738,75,8
MJ001739,75,8
MJ001740,75,8
MJ001741,75,8
MJ001742,75,8
MJ001743,75,8
MJ001744,75,8
MJ001745,75,8
MJ001746,75,8
MJ001747,75,8
MJ001748,75,9
MJ001749,75,9
MJ001750,75,9
MJ001752,75,9
MJ001753,75,9
MJ001754,75,9
MJ001755,75,9
MJ001756,75,9
MJ001757,75,9
MJ001758,75,9
MJ001759,75,9
MJ001760,75,9
MJ001761,75,9
MJ001762,75,9
MJ001763,75,9
MJ001764,75,9
MJ001765,75,9
MJ001766,75,9
MJ001767,75,10
MJ001768,75,9
MJ001769,75,9
MJ001770,86,9
MJ001772,75,10
MJ001774,75,10
MJ001775,75,10
MJ001776,75,10
MJ001777,75,10
MJ001778,75,10
MJ001779,75,10
MJ001780,75,10
MJ001782,75,10
MJ001783,75,10
MJ001784,75,10
MJ001785,75,10
MJ001786,75,10
MJ001787,75,10
MJ001788,75,10
MJ001789,75,10
MJ001790,75,10
MJ001791,75,10
MJ001792,75,10
MJ001793,75,10
MJ001794,75,10
MJ001795,75,9
MJ001796,75,10
MJ001797,75,10
MJ001798,75,10
MJ001799,75,10
MJ001800,75,11
MJ001801,75,11
MJ001802,75,11
MJ001803,75,11
MJ001804,75,11
MJ001805,75,11
MJ001806,75,11
MJ001807,75,11
MJ001808,75,11
MJ001809,75,11
MJ001810,75,11
MJ001811,75,11
MJ001812,75,11
MJ001813,75,11
MJ001814,75,11
MJ001815,75,11
MJ001816,75,11
MJ001817,75,12
MJ001818,75,12
MJ001819,75,12
MJ001820,75,12
MJ001821,75,12
MJ001822,75,12
MJ001823,75,12
MJ001824,75,12
MJ001825,75,12
MJ001826,75,12
MJ001827,75,12
MJ001828,75,12
MJ001829,75,12
MJ001830,75,12
MJ001831,75,11
MJ001832,75,12
MJ001833,75,12
MJ001834,75,12
MJ001835,75,12
MJ001836,75,12
MJ001837,75,12
MJ001838,75,13
MJ001839,75,13
MJ001840,75,13
MJ001841,75,13
MJ001842,75,13
MJ001843,75,13
MJ001844,75,13
MJ001845,75,13
MJ001846,75,13
MJ001847,75,13
MJ001848,75,12
MJ001849,75,13
MJ001850,75,14
MJ001851,75,14
MJ001852,75,14
MJ001853,75,14
MJ001854,75,13
MJ001855,75,15
MJ001856,75,15
MJ001857,75,15
MJ001858,75,15
MJ001859,75,15
MJ001860,75,15
MJ001861,75,15
MJ001862,75,14
MJ001863,75,15
MJ001864,75,15
MJ001865,75,15
MJ001866,75,16
MJ001867,75,16
MJ001868,75,16
MJ001869,75,16
MJ001870,75,16
MJ001871,75,16
MJ001872,75,16
MJ001873,75,16
MJ001874,75,16
MJ001875,75,16
MJ001876,75,16
MJ001877,75,17
MJ001878,75,17
MJ001879,75,17
MJ001880,75,16
MJ001881,75,18
MJ001882,75,18
MJ001883,75,19
MJ001884,75,19
MJ001885,75,19
MJ001887,76,3
MJ001888,76,3
MJ001889,76,4
MJ001890,76,4
MJ001891,76,4
MJ001892,76,4
MJ001893,76,5
MJ001894,76,5
MJ001895,76,5
MJ001896,76,5
MJ001897,76,5
MJ001898,76,5
MJ001899,76,6
MJ001900,76,6
MJ001901,76,6
MJ001902,76,6
MJ001903,76,6
MJ001904,76,7
MJ001905,76,7
MJ001906,76,7
MJ001907,76,7
MJ001908,76,8
MJ001909,76,8
MJ001910,76,8
MJ001911,76,8
MJ001912,76,8
MJ001913,78,6
MJ001914,76,8
MJ001915,76,9
MJ001916,76,9
MJ001917,76,9
MJ001918,76,9
MJ001919,76,9
MJ001920,76,9
MJ001921,76,10
MJ001922,76,10
MJ001923,76,10
MJ001924,76,11
MJ001925,76,11
MJ001926,76,12
MJ001927,76,12
MJ001928,76,13
MJ001929,76,13
MJ001930,76,13
MJ001931,76,13
MJ001932,76,15
MJ001933,76,16
MJ001934,76,18
MJ001935,76,19
MJ001936,76,20
MJ001937,76,21
MJ001938,77,2
MJ001939,77,5
MJ001940,77,8
MJ001941,77,8
MJ001942,77,10
MJ001943,77,14
MJ001944,78,2
MJ001945,78,4
MJ001946,78,4
MJ001947,78,4
MJ001948,78,4
MJ001949,78,5
MJ001950,78,5
MJ001951,78,5
MJ001952,78,6
MJ001953,78,7
MJ001954,78,7
MJ001955,78,8
MJ001956,78,8
MJ001957,78,8
MJ001958,78,8
MJ001959,78,8
MJ001960,78,9
MJ001961,78,9
MJ001962,78,9
MJ001963,78,9
MJ001964,78,10
MJ001965,78,10
MJ001966,78,10
MJ001967,78,10
MJ001968,78,11
MJ001970,78,11
MJ001971,78,12
MJ001972,78,12
MJ001973,78,13
MJ001974,78,16
MJ001975,78,16
MJ001976,78,19
MJ001977,79,3
MJ001978,79,4
MJ001979,79,6
MJ001980,79,6
MJ001981,79,7
MJ001982,79,8
MJ001983,79,8
MJ001984,79,8
MJ001985,79,9
MJ001986,79,10
MJ001987,79,12
MJ001988,79,12
MJ001989,79,12
MJ001990,79,13
MJ001991,79,14
MJ001992,79,14
MJ001993,81,5
MJ001994,82,2
MJ001995,82,4
MJ001996,82,4
MJ001997,82,4
MJ001998,82,5
MJ001999,82,6
MJ002000,82,7
MJ002001,82,7
MJ002002,82,7
MJ002003,82,7
MJ002004,82,7
MJ002005,82,7
MJ002006,82,8
MJ002007,82,8
MJ002008,82,8
MJ002009,82,8
MJ002010,82,9
MJ002011,82,9
MJ002012,82,9
MJ002013,82,9
MJ002014,82,10
MJ002015,82,10
MJ002016,82,10
MJ002017,82,10
MJ002018,82,10
MJ002019,82,10
MJ002020,82,12
MJ002021,82,12
MJ002022,82,12
MJ002023,82,12
MJ002024,82,14
MJ002025,82,14
MJ002026,82,15
MJ002027,83,6
MJ002028,84,4
MJ002029,84,7
MJ002030,84,11
MJ002031,84,12
MJ002032,85,1
MJ002033,85,2
MJ002034,85,2
MJ002035,85,2
MJ002036,85,2
MJ002037,85,3
MJ002038,85,3
MJ002039,85,4
MJ002040,85,4
MJ002041,85,4
MJ002042,85,4
MJ002043,85,4
MJ002044,85,4
MJ002045,85,4
MJ002046,85,4
MJ002047,85,4
MJ002048,85,5
MJ002049,85,5
MJ002050,85,5
MJ002051,85,5
MJ002052,85,5
MJ002053,85,5
MJ002054,85,5
MJ002055,85,5
MJ002056,85,6
MJ002057,85,6
MJ002058,85,6
MJ002059,85,6
MJ002060,85,6
MJ002061,85,6
MJ002062,85,6
MJ002063,85,6
MJ002064,85,6
MJ002065,85,6
MJ002066,85,6
MJ002067,85,7
MJ002068,85,7
MJ002069,85,7
MJ002070,85,7
MJ002071,85,7
MJ002072,85,7
MJ002073,85,7
MJ002074,85,7
MJ002075,85,7
MJ002076,85,7
MJ002077,85,7
MJ002079,85,8
MJ002080,85,8
MJ002081,85,8
MJ002082,85,8
MJ002083,85,8
MJ002085,85,8
MJ002086,85,8
MJ002087,85,8
MJ002088,85,8
MJ002089,85,8
MJ002091,85,8
MJ002092,85,8
MJ002093,85,7
MJ002094,85,8
MJ002095,85,8
MJ002096,85,8
MJ002097,85,8
MJ002098,85,7
MJ002099,85,8
MJ002100,85,8
MJ002101,85,8
MJ002102,85,8
MJ002103,85,8
MJ002104,85,8
MJ002105,85,8
MJ002106,85,9
MJ002107,85,9
MJ002108,85,9
MJ002109,85,9
MJ002110,85,9
MJ002111,85,9
MJ002112,85,9
MJ002113,85,9
MJ002114,85,9
MJ002115,85,9
MJ002116,85,9
MJ002117,85,9
MJ002118,85,9
MJ002119,85,10
MJ002120,85,9
MJ002121,85,9
MJ002122,85,9
MJ002123,85,9
MJ002125,85,9
MJ002127,85,10
MJ002128,85,10
MJ002129,85,10
MJ002130,85,10
MJ002131,85,10
MJ002132,85,10
MJ002133,85,10
MJ002134,85,10
MJ002135,85,10
MJ002136,85,10
MJ002137,85,10
MJ002138,85,10
MJ002139,85,10
MJ002140,85,10
MJ002141,85,10
MJ002142,85,10
MJ002143,85,10
MJ002144,85,10
MJ002145,85,10
MJ002146,85,10
MJ002147,85,10
MJ002148,85,11
MJ002149,85,11
MJ002150,85,11
MJ002151,85,11
MJ002152,85,11
MJ002153,85,11
MJ002155,85,11
MJ002156,85,11
MJ002157,85,11
MJ002158,85,11
MJ002159,85,11
MJ002160,85,12
MJ002161,85,12
MJ002162,85,12
MJ002163,85,12
MJ002164,85,12
MJ002165,85,12
MJ002166,85,12
MJ002167,85,12
MJ002168,85,12
MJ002169,85,12
MJ002170,85,12
MJ002171,85,12
MJ002172,85,12
MJ002173,85,12
MJ002174,85,12
MJ002176,85,13
MJ002177,85,13
MJ002178,85,13
MJ002179,85,13
MJ002180,85,13
MJ002181,85,13
MJ002182,85,13
MJ002183,85,13
MJ002184,85,13
MJ002185,85,13
MJ002186,85,13
MJ002187,85,12
MJ002188,85,13
MJ002189,85,13
MJ002190,85,13
MJ002192,85,13
MJ002194,85,13
MJ002195,85,13
MJ002196,85,13
MJ002197,85,13
MJ002198,85,14
MJ002199,85,14
MJ002200,85,14
MJ002201,85,14
MJ002202,85,14
MJ002203,85,14
MJ002204,85,14
MJ002205,85,14
MJ002206,85,14
MJ002207,85,14
MJ002208,85,14
MJ002209,85,14
MJ002210,85,14
MJ002211,85,14
MJ002212,85,15
MJ002213,85,15
MJ002214,85,15
MJ002215,85,15
MJ002216,85,15
MJ002217,85,15
MJ002218,85,15
MJ002219,85,16
MJ002220,85,16
MJ002221,85,16
MJ002222,85,16
MJ002224,85,16
MJ002225,85,17
MJ002226,85,17
MJ002227,85,17
MJ002228,85,17
MJ002229,85,18
MJ002230,85,18
MJ002231,85,18
MJ002232,85,18
MJ002233,85,18
MJ002234,85,19
MJ002235,85,18
MJ002236,85,18
MJ002237,118,15
MJ002238,85,19
MJ002239,85,20
MJ002240,85,20
MJ002241,85,21
MJ002242,85,21
MJ002243,85,23
MJ002244,86,2
MJ002245,86,3
MJ002246,86,3
MJ002247,86,3
MJ002248,86,4
MJ002249,86,4
MJ002251,86,4
MJ002252,86,5
MJ002253,86,5
MJ002254,86,5
MJ002255,86,5
MJ002256,86,5
MJ002257,86,5
MJ002258,86,6
MJ002259,86,6
MJ002260,86,6
MJ002262,86,7
MJ002263,86,7
MJ002264,86,7
MJ002265,86,7
MJ002266,86,7
MJ002267,86,7
MJ002268,86,7
MJ002269,86,7
MJ002270,86,8
MJ002271,86,8
MJ002272,86,8
MJ002273,86,8
MJ002274,86,8
MJ002275,86,8
MJ002276,86,8
MJ002277,41,9
MJ002277,86,8
MJ002278,86,8
MJ002279,86,8
MJ002280,86,9
MJ002281,86,9
MJ002282,86,9
MJ002283,86,9
MJ002284,86,9
MJ002285,86,9
MJ002286,86,9
MJ002287,86,9
MJ002288,86,9
MJ002289,72,9
MJ002289,86,9
MJ002290,86,9
MJ002291,86,9
MJ002292,86,9
MJ002293,86,9
MJ002294,86,10
MJ002295,86,10
MJ002296,86,10
MJ002297,86,10
MJ002298,86,10
MJ002299,86,10
MJ002300,86,10
MJ002301,86,10
MJ002302,86,11
MJ002303,86,11
MJ002305,86,11
MJ002306,86,11
MJ002307,86,11
MJ002308,86,11
MJ002309,86,11
MJ002310,86,11
MJ002311,86,12
MJ002312,86,12
MJ002313,86,12
MJ002314,86,12
MJ002315,86,12
MJ002316,86,12
MJ002317,86,12
MJ002318,86,12
MJ002319,86,12
MJ002320,86,13
MJ002321,86,13
MJ002322,86,13
MJ002323,86,13
MJ002324,86,12
MJ002325,86,13
MJ002326,203,5
MJ002327,86,14
MJ002328,86,15
MJ002329,86,16
MJ002330,86,15
MJ002331,86,16
MJ002332,86,16
MJ002333,86,17
MJ002334,86,18
MJ002335,86,19
MJ002336,86,19
MJ002336,72,19
MJ002337,86,19
MJ002338,86,22
MJ002339,87,4
MJ002340,87,10
MJ002341,88,5
MJ002342,88,6
MJ002343,88,7
MJ002344,88,9
MJ002345,89,4
MJ002346,90,5
MJ002347,90,8
MJ002348,91,4
MJ002349,91,4
MJ002350,91,6
MJ002351,91,6
MJ002352,91,6
MJ002353,91,10
MJ002354,91,13
MJ002355,91,14
MJ002356,91,17
MJ002357,92,0
MJ002358,92,6
MJ002359,93,2
MJ002360,93,3
MJ002361,93,3
MJ002362,93,4
MJ002363,93,4
MJ002364,93,4
MJ002365,93,4
MJ002366,93,4
MJ002367,93,5
MJ002368,93,5
MJ002369,93,5
MJ002370,93,5
MJ002371,93,6
MJ002373,93,6
MJ002374,93,6
MJ002375,93,6
MJ002376,93,6
MJ002377,93,7
MJ002378,93,7
MJ002379,93,7
MJ002380,93,7
MJ002381,93,7
MJ002382,93,7
MJ002383,93,7
MJ002384,93,7
MJ002385,93,8
MJ002386,93,8
MJ002387,93,8
MJ002388,93,10
MJ002389,93,9
MJ002390,93,9
MJ002391,93,9
MJ002392,93,10
MJ002393,93,10
MJ002394,93,10
MJ002395,93,11
MJ002396,93,11
MJ002397,93,11
MJ002398,93,11
MJ002399,93,11
MJ002400,93,12
MJ002401,93,12
MJ002402,93,12
MJ002403,93,13
MJ002404,93,13
MJ002405,93,13
MJ002406,93,14
MJ002407,93,14
MJ002408,93,15
MJ002409,93,17
MJ002410,93,18
MJ002411,94,4
MJ002412,94,4
MJ002413,94,4
MJ002414,94,4
MJ002415,94,4
MJ002416,94,5
MJ002417,94,5
MJ002418,94,5
MJ002419,94,5
MJ002420,94,5
MJ002421,94,5
MJ002422,94,5
MJ002423,94,5
MJ002424,94,6
MJ002425,94,6
MJ002426,94,6
MJ002427,94,6
MJ002428,94,6
MJ002429,94,7
MJ002430,94,7
MJ002431,94,7
MJ002432,94,7
MJ002433,94,7
MJ002434,94,7
MJ002435,94,7
MJ002436,94,7
MJ002437,94,8
MJ002438,94,8
MJ002439,94,8
MJ002440,94,8
MJ002441,94,8
MJ002442,94,8
MJ002443,94,8
MJ002444,94,8
MJ002445,94,9
MJ002446,94,9
MJ002447,94,8
MJ002448,94,9
MJ002449,94,9
MJ002450,94,9
MJ002451,94,10
MJ002452,94,10
MJ002453,94,10
MJ002454,94,10
MJ002455,94,10
MJ002456,94,10
MJ002457,94,11
MJ002458,94,11
MJ002459,94,11
MJ002460,94,11
MJ002461,94,11
MJ002462,94,11
MJ002463,94,12
MJ002464,94,12
MJ002465,94,12
MJ002466,94,12
MJ002467,94,12
MJ002468,94,12
MJ002469,94,13
MJ002470,94,13
MJ002471,94,13
MJ002472,94,14
MJ002473,94,14
MJ002474,94,14
MJ002475,94,15
MJ002476,94,16
MJ002477,94,17
MJ002478,94,17
MJ002479,94,17
MJ002480,96,2
MJ002481,96,2
MJ002482,96,2
MJ002483,96,2
MJ002484,96,3
MJ002485,96,3
MJ002486,96,3
MJ002487,96,4
MJ002488,96,4
MJ002489,96,4
MJ002490,96,4
MJ002491,96,4
MJ002492,96,5
MJ002493,96,5
MJ002494,96,5
MJ002495,96,5
MJ002496,96,6
MJ002498,96,6
MJ002499,96,6
MJ002500,96,6
MJ002501,96,6
MJ002502,96,6
MJ002503,96,6
MJ002505,96,7
MJ002506,96,7
MJ002507,96,7
MJ002508,96,7
MJ002509,96,7
MJ002510,96,7
MJ002511,96,8
MJ002512,96,8
MJ002513,96,8
MJ002514,96,8
MJ002515,96,8
MJ002516,96,8
MJ002517,96,8
MJ002518,96,8
MJ002519,96,9
MJ002520,96,9
MJ002521,96,9
MJ002522,96,9
MJ002523,96,9
MJ002525,96,10
MJ002526,96,10
MJ002527,96,11
MJ002528,96,11
MJ002529,96,11
MJ002530,96,11
MJ002531,96,11
MJ002532,96,11
MJ002533,96,11
MJ002534,96,11
MJ002535,96,12
MJ002536,96,12
MJ002537,96,12
MJ002538,96,12
MJ002539,96,12
MJ002540,96,12
MJ002541,96,13
MJ002542,96,13
MJ002543,96,13
MJ002546,96,15
MJ002547,96,16
MJ002548,97,4
MJ002549,97,4
MJ002550,97,5
MJ002551,97,5
MJ002552,97,5
MJ002553,97,6
MJ002554,97,6
MJ002555,97,7
MJ002556,97,9
MJ002557,97,9
MJ002558,97,9
MJ002559,97,10
MJ002560,97,10
MJ002561,97,13
MJ002562,97,21
MJ002563,98,2
MJ002564,98,3
MJ002565,98,3
MJ002566,98,4
MJ002567,98,4
MJ002568,98,6
MJ002569,98,5
MJ002570,98,5
MJ002571,98,5
MJ002572,98,5
MJ002573,98,6
MJ002574,98,6
MJ002575,98,6
MJ002576,98,6
MJ002577,98,6
MJ002578,98,6
MJ002579,98,7
MJ002580,98,7
MJ002581,98,7
MJ002582,98,7
MJ002583,98,8
MJ002584,98,8
MJ002585,98,8
MJ002586,98,8
MJ002587,98,8
MJ002588,98,8
MJ002589,98,9
MJ002590,98,9
MJ002591,98,9
MJ002592,98,9
MJ002593,98,9
MJ002594,98,9
MJ002595,98,9
MJ002596,98,10
MJ002597,98,10
MJ002598,98,10
MJ002599,98,11
MJ002600,98,11
MJ002601,98,11
MJ002602,98,11
MJ002603,98,12
MJ002604,98,12
MJ002605,98,12
MJ002606,98,12
MJ002607,98,12
MJ002608,98,12
MJ002609,98,13
MJ002610,98,13
MJ002611,98,14
MJ002612,98,14
MJ002613,98,17
MJ002614,98,19
MJ002615,99,5
MJ002616,99,8
MJ002617,99,10
MJ002618,99,12
MJ002619,100,7
MJ002620,102,2
MJ002621,102,2
MJ002622,102,2
MJ002623,102,4
MJ002624,102,4
MJ002625,102,4
MJ002626,102,5
MJ002627,102,5
MJ002628,102,6
MJ002629,102,6
MJ002630,102,7
MJ002631,102,7
MJ002632,102,8
MJ002633,102,8
MJ002634,102,8
MJ002635,102,8
MJ002636,102,9
MJ002637,102,10
MJ002638,102,10
MJ002639,102,10
MJ002640,102,11
MJ002641,102,12
MJ002642,102,13
MJ002643,102,13
MJ002644,102,14
MJ002645,102,15
MJ002646,102,18
MJ002647,103,8
MJ002648,104,2
MJ002649,104,2
MJ002650,104,3
MJ002651,104,3
MJ002652,104,3
MJ002653,104,4
MJ002654,104,4
MJ002655,104,4
MJ002656,104,4
MJ002657,104,4
MJ002658,104,5
MJ002659,104,5
MJ002660,104,5
MJ002661,104,5
MJ002662,104,5
MJ002663,104,5
MJ002664,104,5
MJ002665,104,5
MJ002666,104,5
MJ002667,104,5
MJ002668,104,5
MJ002669,104,5
MJ002670,104,5
MJ002671,104,6
MJ002672,104,6
MJ002673,104,6
MJ002674,104,6
MJ002675,104,6
MJ002676,104,6
MJ002677,104,6
MJ002678,104,6
MJ002679,104,6
MJ002680,104,7
MJ002681,104,7
MJ002682,104,7
MJ002683,104,7
MJ002684,104,7
MJ002685,104,7
MJ002686,104,7
MJ002687,104,7
MJ002688,104,7
MJ002689,104,7
MJ002690,104,7
MJ002691,104,7
MJ002692,104,7
MJ002693,104,7
MJ002694,104,7
MJ002695,104,8
MJ002696,104,8
MJ002697,104,8
MJ002698,104,8
MJ002699,104,8
MJ002700,104,8
MJ002701,104,8
MJ002702,104,8
MJ002703,104,9
MJ002704,104,9
MJ002705,104,9
MJ002706,104,9
MJ002707,104,9
MJ002708,104,9
MJ002709,104,9
MJ002710,104,9
MJ002711,104,10
MJ002712,104,10
MJ002713,104,10
MJ002714,104,9
MJ002715,104,10
MJ002716,104,10
MJ002717,104,10
MJ002718,104,10
MJ002719,104,10
MJ002720,104,10
MJ002721,104,11
MJ002722,104,12
MJ002723,104,11
MJ002724,104,11
MJ002725,104,11
MJ002726,104,11
MJ002727,104,11
MJ002728,104,11
MJ002729,104,12
MJ002730,104,12
MJ002731,104,12
MJ002732,104,13
MJ002733,104,13
MJ002734,104,13
MJ002735,104,13
MJ002736,104,13
MJ002737,104,14
MJ002738,104,14
MJ002739,104,14
MJ002740,104,16
MJ002741,104,16
MJ002742,104,16
MJ002743,104,17
MJ002744,104,18
MJ002745,104,19
MJ002746,104,19
MJ002747,72,3
MJ002747,73,3
MJ002747,106,2
MJ002748,106,4
MJ002749,106,5
MJ002750,106,5
MJ002752,106,6
MJ002753,106,8
MJ002754,106,9
MJ002755,106,9
MJ002756,106,10
MJ002757,106,11
MJ002758,106,14
MJ002759,106,16
MJ002760,106,20
MJ002762,107,3
MJ002763,107,4
MJ002764,107,4
MJ002765,107,5
MJ002766,107,5
MJ002767,107,6
MJ002768,107,6
MJ002769,107,7
MJ002770,107,8
MJ002771,107,9
MJ002772,107,9
MJ002773,107,9
MJ002774,107,10
MJ002775,107,10
MJ002776,107,11
MJ002777,107,13
MJ002778,107,15
MJ002779,108,3
MJ002780,108,4
MJ002781,108,6
MJ002782,108,4
MJ002783,108,5
MJ002784,108,5
MJ002785,108,5
MJ002786,108,6
MJ002787,108,6
MJ002788,108,7
